Device,Pressure,Temperature,Volumetric Flow,Mass Flow,Set Point,Total,Gas,Date,Time,Elaps. Mill.
B,14.28,23.32,30.60,29.91,30.00,,Air,04/09/2020,15:52:07.891,66135.3085
B,14.28,23.32,30.60,29.90,30.00,,Air,04/09/2020,15:52:08.000,66251.4805
B,14.28,23.32,30.60,29.90,30.00,,Air,04/09/2020,15:52:08.125,66370.1301
B,14.28,23.32,30.59,29.90,30.00,,Air,04/09/2020,15:52:08.235,66479.1747
B,14.28,23.32,30.60,29.90,30.00,,Air,04/09/2020,15:52:08.344,66588.8643
B,14.28,23.32,30.60,29.90,30.00,,Air,04/09/2020,15:52:08.453,66697.736
B,14.28,23.32,30.58,29.89,30.00,,Air,04/09/2020,15:52:08.563,66808.0757
B,14.28,23.32,30.59,29.89,30.00,,Air,04/09/2020,15:52:08.672,66916.555
B,14.28,23.32,30.59,29.89,30.00,,Air,04/09/2020,15:52:08.781,67025.7329
B,14.28,23.32,30.59,29.89,30.00,,Air,04/09/2020,15:52:08.891,67135.1391
B,14.28,23.32,30.57,29.88,30.00,,Air,04/09/2020,15:52:09.000,67244.3673
B,14.28,23.31,30.57,29.88,30.00,,Air,04/09/2020,15:52:09.109,67354.8799
B,14.28,23.31,30.57,29.88,30.00,,Air,04/09/2020,15:52:09.219,67463.1242
B,14.28,23.31,30.57,29.88,30.00,,Air,04/09/2020,15:52:09.328,67573.7876
B,14.28,23.31,30.56,29.87,30.00,,Air,04/09/2020,15:52:09.437,67682.7438
B,14.28,23.31,30.57,29.88,30.00,,Air,04/09/2020,15:52:09.547,67791.3353
B,14.28,23.31,30.57,29.88,30.00,,Air,04/09/2020,15:52:09.656,67900.5289
B,14.28,23.31,30.57,29.88,30.00,,Air,04/09/2020,15:52:09.765,68010.7465
B,14.28,23.31,30.56,29.87,30.00,,Air,04/09/2020,15:52:09.875,68119.8775
B,14.28,23.31,30.56,29.87,30.00,,Air,04/09/2020,15:52:09.984,68228.3709
B,14.28,23.31,30.56,29.87,30.00,,Air,04/09/2020,15:52:10.094,68339.0265
B,14.28,23.31,30.55,29.86,30.00,,Air,04/09/2020,15:52:10.203,68447.2936
B,14.28,23.31,30.55,29.86,30.00,,Air,04/09/2020,15:52:10.312,68557.3888
B,14.28,23.31,30.55,29.86,30.00,,Air,04/09/2020,15:52:10.421,68665.6473
B,14.28,23.31,30.55,29.86,30.00,,Air,04/09/2020,15:52:10.531,68775.4099
B,14.28,23.31,30.55,29.86,30.00,,Air,04/09/2020,15:52:10.640,68884.638
B,14.28,23.31,30.55,29.86,30.00,,Air,04/09/2020,15:52:10.750,68995.4525
B,14.28,23.31,30.55,29.86,30.00,,Air,04/09/2020,15:52:10.859,69104.5859
B,14.28,23.31,30.54,29.85,30.00,,Air,04/09/2020,15:52:10.968,69213.751
B,14.28,23.31,30.54,29.85,30.00,,Air,04/09/2020,15:52:11.078,69322.6584
B,14.28,23.31,30.54,29.85,30.00,,Air,04/09/2020,15:52:11.187,69431.2789
B,14.28,23.31,30.54,29.85,30.00,,Air,04/09/2020,15:52:11.296,69540.8774
B,14.28,23.31,30.53,29.84,30.00,,Air,04/09/2020,15:52:11.406,69651.2206
B,14.28,23.31,30.53,29.84,30.00,,Air,04/09/2020,15:52:11.515,69759.2862
B,14.28,23.31,30.52,29.83,30.00,,Air,04/09/2020,15:52:11.624,69869.7866
B,14.28,23.31,30.52,29.83,30.00,,Air,04/09/2020,15:52:11.734,69978.1766
B,14.28,23.31,30.52,29.83,30.00,,Air,04/09/2020,15:52:11.843,70087.5699
B,14.28,23.31,30.52,29.83,30.00,,Air,04/09/2020,15:52:11.952,70196.5621
B,14.28,23.31,30.52,29.83,30.00,,Air,04/09/2020,15:52:12.062,70306.7141
B,14.28,23.31,30.52,29.83,30.00,,Air,04/09/2020,15:52:12.171,70415.6281
B,14.28,23.31,30.53,29.84,30.00,,Air,04/09/2020,15:52:12.280,70524.8321
B,14.28,23.31,30.52,29.83,30.00,,Air,04/09/2020,15:52:12.390,70635.1819
B,14.28,23.31,30.52,29.83,30.00,,Air,04/09/2020,15:52:12.499,70744.3801
B,14.28,23.31,30.52,29.83,30.00,,Air,04/09/2020,15:52:12.608,70853.4616
B,14.28,23.31,30.51,29.82,30.00,,Air,04/09/2020,15:52:12.718,70963.1234
B,14.28,23.31,30.52,29.82,30.00,,Air,04/09/2020,15:52:12.827,71073.2234
B,14.28,23.31,30.52,29.82,30.00,,Air,04/09/2020,15:52:12.937,71181.0514
B,14.28,23.31,30.54,29.84,30.00,,Air,04/09/2020,15:52:13.046,71291.4158
B,14.28,23.31,30.54,29.84,30.00,,Air,04/09/2020,15:52:13.155,71399.3559
B,14.28,23.31,30.62,29.93,30.00,,Air,04/09/2020,15:52:13.265,71509.6477
B,14.28,23.31,30.71,30.01,30.00,,Air,04/09/2020,15:52:13.374,71621.6087
B,14.28,23.31,30.77,30.07,30.00,,Air,04/09/2020,15:52:13.483,71729.2403
B,14.28,23.31,30.77,30.07,30.00,,Air,04/09/2020,15:52:13.593,71837.0768
B,14.28,23.31,30.79,30.10,30.00,,Air,04/09/2020,15:52:13.702,71947.0863
B,14.28,23.31,30.82,30.12,30.00,,Air,04/09/2020,15:52:13.811,72056.0112
B,14.28,23.31,30.82,30.12,30.00,,Air,04/09/2020,15:52:13.921,72165.2073
B,14.28,23.31,30.82,30.12,30.00,,Air,04/09/2020,15:52:14.030,72274.5331
B,14.28,23.31,30.84,30.14,30.00,,Air,04/09/2020,15:52:14.140,72384.0974
B,14.28,23.31,31.31,30.63,40.00,,Air,04/09/2020,15:52:14.258,72502.9416
B,14.28,23.31,31.31,30.63,40.00,,Air,04/09/2020,15:52:14.367,72612.5215
B,14.29,23.31,36.88,36.09,40.00,,Air,04/09/2020,15:52:14.477,72721.1937
B,14.29,23.31,40.30,39.44,40.00,,Air,04/09/2020,15:52:14.586,72830.8143
B,14.29,23.31,40.30,39.44,40.00,,Air,04/09/2020,15:52:14.695,72939.437
B,14.29,23.31,41.17,40.29,40.00,,Air,04/09/2020,15:52:14.811,73056.2971
B,14.30,23.31,41.45,40.55,40.00,,Air,04/09/2020,15:52:14.926,73170.3617
B,14.29,23.30,41.48,40.58,40.00,,Air,04/09/2020,15:52:15.041,73286.2966
B,14.29,23.30,41.48,40.58,40.00,,Air,04/09/2020,15:52:15.156,73401.1515
B,14.29,23.30,41.45,40.55,40.00,,Air,04/09/2020,15:52:15.271,73516.2644
B,14.29,23.30,41.46,40.57,40.00,,Air,04/09/2020,15:52:15.391,73637.0723
B,14.30,23.30,41.43,40.54,40.00,,Air,04/09/2020,15:52:15.511,73755.6723
B,14.29,23.30,41.48,40.58,40.00,,Air,04/09/2020,15:52:15.631,73876.393
B,14.29,23.30,41.48,40.58,40.00,,Air,04/09/2020,15:52:15.751,73995.3962
B,14.29,23.30,41.44,40.54,40.00,,Air,04/09/2020,15:52:15.861,74109.0811
B,14.29,23.30,41.44,40.55,40.00,,Air,04/09/2020,15:52:15.971,74216.0185
B,14.29,23.30,41.44,40.54,40.00,,Air,04/09/2020,15:52:16.091,74335.599
B,14.29,23.30,41.44,40.54,40.00,,Air,04/09/2020,15:52:16.201,74446.459
B,14.30,23.30,41.43,40.54,40.00,,Air,04/09/2020,15:52:16.321,74566.3588
B,14.29,23.30,41.43,40.54,40.00,,Air,04/09/2020,15:52:16.431,74676.5644
B,14.30,23.30,41.41,40.51,40.00,,Air,04/09/2020,15:52:16.551,74796.2868
B,14.30,23.30,41.41,40.51,40.00,,Air,04/09/2020,15:52:16.666,74911.2609
B,14.29,23.30,41.40,40.50,40.00,,Air,04/09/2020,15:52:16.781,75026.9233
B,14.29,23.30,41.41,40.52,40.00,,Air,04/09/2020,15:52:16.901,75146.4984
B,14.29,23.30,41.41,40.52,40.00,,Air,04/09/2020,15:52:17.021,75265.6588
B,14.29,23.30,41.42,40.52,40.00,,Air,04/09/2020,15:52:17.141,75385.4844
B,14.29,23.30,41.41,40.52,40.00,,Air,04/09/2020,15:52:17.244,75489.1691
B,14.29,23.30,41.42,40.53,40.00,,Air,04/09/2020,15:52:17.354,75598.2711
B,14.30,23.30,41.43,40.54,40.00,,Air,04/09/2020,15:52:17.470,75715.1622
B,14.30,23.30,41.43,40.54,40.00,,Air,04/09/2020,15:52:17.580,75824.2249
B,14.29,23.30,41.41,40.51,40.00,,Air,04/09/2020,15:52:17.689,75933.6671
B,14.29,23.30,41.40,40.51,40.00,,Air,04/09/2020,15:52:17.798,76042.717
B,14.29,23.30,41.40,40.51,40.00,,Air,04/09/2020,15:52:17.908,76151.8593
B,14.30,23.30,41.40,40.50,40.00,,Air,04/09/2020,15:52:18.017,76261.1725
B,14.29,23.30,41.41,40.51,40.00,,Air,04/09/2020,15:52:18.126,76371.3228
B,14.29,23.30,41.41,40.51,40.00,,Air,04/09/2020,15:52:18.236,76479.9125
B,14.29,23.30,41.40,40.51,40.00,,Air,04/09/2020,15:52:18.345,76589.3038
B,14.29,23.30,41.41,40.52,40.00,,Air,04/09/2020,15:52:18.454,76699.6564
B,14.29,23.30,41.38,40.49,40.00,,Air,04/09/2020,15:52:18.564,76811.6695
B,14.29,23.31,41.39,40.50,40.00,,Air,04/09/2020,15:52:18.673,76923.2171
B,14.29,23.31,41.39,40.50,40.00,,Air,04/09/2020,15:52:18.782,77027.3353
B,14.30,23.31,41.38,40.48,40.00,,Air,04/09/2020,15:52:18.892,77136.2981
B,14.30,23.31,41.38,40.48,40.00,,Air,04/09/2020,15:52:19.001,77245.6018
B,14.30,23.31,41.38,40.48,40.00,,Air,04/09/2020,15:52:19.110,77355.6306
B,14.29,23.31,41.38,40.48,40.00,,Air,04/09/2020,15:52:19.220,77464.8902
B,14.29,23.31,41.39,40.49,40.00,,Air,04/09/2020,15:52:19.329,77574.3496
B,14.29,23.31,41.38,40.48,40.00,,Air,04/09/2020,15:52:19.438,77683.1693
B,14.29,23.31,41.38,40.48,40.00,,Air,04/09/2020,15:52:19.548,77792.2722
B,14.29,23.31,41.39,40.49,40.00,,Air,04/09/2020,15:52:19.657,77902.4482
B,14.29,23.31,41.37,40.47,40.00,,Air,04/09/2020,15:52:19.766,78011.4249
B,14.30,23.31,41.31,40.42,40.00,,Air,04/09/2020,15:52:19.876,78120.2883
B,14.30,23.31,41.31,40.42,40.00,,Air,04/09/2020,15:52:19.985,78229.6329
B,14.29,23.31,41.33,40.44,40.00,,Air,04/09/2020,15:52:20.094,78339.3453
B,14.29,23.31,41.30,40.41,40.00,,Air,04/09/2020,15:52:20.204,78448.4395
B,14.29,23.31,41.30,40.41,40.00,,Air,04/09/2020,15:52:20.313,78557.7342
B,14.29,23.31,41.24,40.36,40.00,,Air,04/09/2020,15:52:20.422,78667.6177
B,14.29,23.31,41.18,40.30,40.00,,Air,04/09/2020,15:52:20.532,78776.5376
B,14.29,23.31,41.11,40.22,40.00,,Air,04/09/2020,15:52:20.641,78886.0501
B,14.29,23.31,41.11,40.22,40.00,,Air,04/09/2020,15:52:20.753,78997.9537
B,14.29,23.31,41.04,40.15,40.00,,Air,04/09/2020,15:52:20.862,79109.4575
B,14.29,23.31,40.93,40.04,40.00,,Air,04/09/2020,15:52:20.972,79215.943
B,14.29,23.31,40.86,39.98,40.00,,Air,04/09/2020,15:52:21.081,79326.7055
B,14.29,23.31,40.86,39.98,40.00,,Air,04/09/2020,15:52:21.190,79434.645
B,14.29,23.32,40.82,39.93,40.00,,Air,04/09/2020,15:52:21.300,79544.6157
B,14.29,23.32,40.81,39.93,40.00,,Air,04/09/2020,15:52:21.409,79653.5791
B,14.30,23.32,40.79,39.91,40.00,,Air,04/09/2020,15:52:21.518,79763.4392
B,14.30,23.32,40.79,39.91,40.00,,Air,04/09/2020,15:52:21.628,79873.3226
B,14.29,23.32,40.79,39.90,40.00,,Air,04/09/2020,15:52:21.737,79981.5883
B,14.29,23.32,40.79,39.90,40.00,,Air,04/09/2020,15:52:21.846,80091.846
B,14.29,23.32,40.79,39.90,40.00,,Air,04/09/2020,15:52:21.956,80199.8403
B,14.29,23.32,40.75,39.87,40.00,,Air,04/09/2020,15:52:22.065,80309.6963
B,14.30,23.32,40.77,39.89,40.00,,Air,04/09/2020,15:52:22.174,80419.5888
B,14.29,23.32,40.74,39.86,40.00,,Air,04/09/2020,15:52:22.284,80529.2474
B,14.29,23.32,40.74,39.86,40.00,,Air,04/09/2020,15:52:22.393,80638.6305
B,14.29,23.32,40.76,39.88,40.00,,Air,04/09/2020,15:52:22.502,80746.9575
B,14.29,23.32,40.74,39.85,40.00,,Air,04/09/2020,15:52:22.612,80856.5402
B,14.29,23.32,40.76,39.88,40.00,,Air,04/09/2020,15:52:22.721,80965.9283
B,14.29,23.32,40.76,39.88,40.00,,Air,04/09/2020,15:52:22.830,81075.5874
B,14.29,23.32,40.76,39.87,40.00,,Air,04/09/2020,15:52:22.940,81185.1844
B,14.29,23.32,40.76,39.87,40.00,,Air,04/09/2020,15:52:23.049,81293.7362
B,14.29,23.32,40.73,39.85,40.00,,Air,04/09/2020,15:52:23.158,81404.5866
B,14.29,23.32,40.73,39.85,40.00,,Air,04/09/2020,15:52:23.268,81512.3595
B,14.29,23.32,40.75,39.86,40.00,,Air,04/09/2020,15:52:23.377,81624.0617
B,14.29,23.32,40.75,39.86,40.00,,Air,04/09/2020,15:52:23.487,81731.7979
B,14.30,23.32,40.73,39.85,40.00,,Air,04/09/2020,15:52:23.596,81840.6481
B,14.29,23.32,40.70,39.82,40.00,,Air,04/09/2020,15:52:23.705,81951.0957
B,14.29,23.32,40.74,39.85,40.00,,Air,04/09/2020,15:52:23.815,82059.236
B,14.29,23.32,40.74,39.85,40.00,,Air,04/09/2020,15:52:23.924,82169.6182
B,14.29,23.32,40.73,39.84,40.00,,Air,04/09/2020,15:52:24.033,82277.7203
B,14.29,23.32,40.71,39.83,40.00,,Air,04/09/2020,15:52:24.143,82388.3716
B,14.29,23.32,40.71,39.83,40.00,,Air,04/09/2020,15:52:24.252,82496.4232
B,14.29,23.32,40.71,39.82,40.00,,Air,04/09/2020,15:52:24.361,82607.6143
B,14.29,23.32,40.72,39.83,40.00,,Air,04/09/2020,15:52:24.471,82716.3647
B,14.30,23.32,40.72,39.83,40.00,,Air,04/09/2020,15:52:24.580,82825.1756
B,14.30,23.32,40.72,39.83,40.00,,Air,04/09/2020,15:52:24.690,82933.9142
B,14.30,23.32,40.71,39.83,40.00,,Air,04/09/2020,15:52:24.800,83044.7042
B,14.29,23.32,40.71,39.83,40.00,,Air,04/09/2020,15:52:24.909,83153.7519
B,14.29,23.32,40.71,39.82,40.00,,Air,04/09/2020,15:52:25.019,83263.4006
B,14.29,23.32,40.71,39.82,40.00,,Air,04/09/2020,15:52:25.128,83376.8239
B,14.29,23.32,40.71,39.82,40.00,,Air,04/09/2020,15:52:25.237,83481.9938
B,14.29,23.32,40.70,39.81,40.00,,Air,04/09/2020,15:52:25.347,83591.5035
B,14.29,23.32,40.70,39.81,40.00,,Air,04/09/2020,15:52:25.456,83700.9546
B,14.29,23.32,40.69,39.80,40.00,,Air,04/09/2020,15:52:25.565,83809.9064
B,14.29,23.32,40.67,39.79,40.00,,Air,04/09/2020,15:52:25.675,83919.7083
B,14.29,23.32,40.67,39.79,40.00,,Air,04/09/2020,15:52:25.784,84029.925
B,14.29,23.32,40.69,39.81,40.00,,Air,04/09/2020,15:52:25.894,84139.7704
B,14.29,23.32,40.70,39.81,40.00,,Air,04/09/2020,15:52:26.003,84248.6608
B,14.29,23.32,40.69,39.81,40.00,,Air,04/09/2020,15:52:26.112,84357.4551
B,14.29,23.32,40.68,39.80,40.00,,Air,04/09/2020,15:52:26.222,84466.2641
B,14.29,23.32,40.68,39.80,40.00,,Air,04/09/2020,15:52:26.331,84576.1603
B,14.29,23.32,40.68,39.80,40.00,,Air,04/09/2020,15:52:26.440,84685.7064
B,14.29,23.32,40.67,39.79,50.00,,Air,04/09/2020,15:52:26.550,84794.1437
B,14.29,23.32,40.68,39.80,50.00,,Air,04/09/2020,15:52:26.659,84903.3958
B,14.29,23.32,40.88,39.99,50.00,,Air,04/09/2020,15:52:26.768,85012.744
B,14.32,23.32,45.61,44.69,50.00,,Air,04/09/2020,15:52:26.879,85124.1206
B,14.32,23.32,45.61,44.69,50.00,,Air,04/09/2020,15:52:26.994,85238.4608
B,14.32,23.32,49.83,48.86,50.00,,Air,04/09/2020,15:52:27.110,85354.9639
B,14.32,23.32,51.27,50.26,50.00,,Air,04/09/2020,15:52:27.229,85473.0523
B,14.32,23.32,51.67,50.66,50.00,,Air,04/09/2020,15:52:27.349,85595.5386
B,14.32,23.32,51.76,50.75,50.00,,Air,04/09/2020,15:52:27.469,85713.8616
B,14.32,23.32,51.80,50.79,50.00,,Air,04/09/2020,15:52:27.589,85833.5901
B,14.32,23.32,51.80,50.79,50.00,,Air,04/09/2020,15:52:27.709,85952.8086
B,14.33,23.31,51.84,50.82,50.00,,Air,04/09/2020,15:52:27.819,86065.001
B,14.32,23.31,51.87,50.86,50.00,,Air,04/09/2020,15:52:27.939,86187.8145
B,14.32,23.31,51.88,50.86,50.00,,Air,04/09/2020,15:52:28.049,86293.4829
B,14.32,23.31,51.88,50.86,50.00,,Air,04/09/2020,15:52:28.159,86403.7091
B,14.33,23.30,51.86,50.84,50.00,,Air,04/09/2020,15:52:28.279,86523.9807
B,14.32,23.30,51.85,50.84,50.00,,Air,04/09/2020,15:52:28.402,86644.3871
B,14.33,23.30,51.90,50.89,50.00,,Air,04/09/2020,15:52:28.519,86764.0717
B,14.32,23.30,51.83,50.83,50.00,,Air,04/09/2020,15:52:28.639,86884.5979
B,14.32,23.29,51.82,50.81,50.00,,Air,04/09/2020,15:52:28.754,86998.5758
B,14.32,23.29,51.82,50.81,50.00,,Air,04/09/2020,15:52:28.860,87104.5097
B,14.33,23.29,51.89,50.89,50.00,,Air,04/09/2020,15:52:28.979,87223.5194
B,14.32,23.29,51.85,50.84,50.00,,Air,04/09/2020,15:52:29.099,87343.7541
B,14.32,23.29,51.85,50.84,50.00,,Air,04/09/2020,15:52:29.214,87460.4994
B,14.32,23.28,51.85,50.84,50.00,,Air,04/09/2020,15:52:29.325,87569.0592
B,14.32,23.28,51.86,50.84,50.00,,Air,04/09/2020,15:52:29.434,87686.6816
B,14.32,23.28,51.82,50.81,50.00,,Air,04/09/2020,15:52:29.559,87803.3272
B,14.32,23.28,51.82,50.81,50.00,,Air,04/09/2020,15:52:29.668,87912.6219
B,14.32,23.28,51.86,50.85,50.00,,Air,04/09/2020,15:52:29.778,88023.2354
B,14.33,23.27,51.82,50.82,50.00,,Air,04/09/2020,15:52:29.887,88133.7148
B,14.32,23.27,51.82,50.82,50.00,,Air,04/09/2020,15:52:29.996,88241.2414
B,14.32,23.27,51.86,50.85,50.00,,Air,04/09/2020,15:52:30.106,88350.0201
B,14.32,23.27,51.86,50.85,50.00,,Air,04/09/2020,15:52:30.215,88459.3689
B,14.32,23.27,51.80,50.80,50.00,,Air,04/09/2020,15:52:30.324,88568.9351
B,14.32,23.27,51.80,50.80,50.00,,Air,04/09/2020,15:52:30.434,88677.8729
B,14.32,23.27,51.80,50.79,50.00,,Air,04/09/2020,15:52:30.543,88787.5088
B,14.32,23.27,51.75,50.75,50.00,,Air,04/09/2020,15:52:30.652,88896.936
B,14.33,23.26,51.65,50.65,50.00,,Air,04/09/2020,15:52:30.762,89006.3918
B,14.33,23.26,51.65,50.65,50.00,,Air,04/09/2020,15:52:30.871,89116.5221
B,14.32,23.26,51.51,50.51,50.00,,Air,04/09/2020,15:52:30.980,89225.2015
B,14.32,23.26,51.32,50.32,50.00,,Air,04/09/2020,15:52:31.090,89335.6691
B,14.32,23.26,51.16,50.16,50.00,,Air,04/09/2020,15:52:31.199,89443.8093
B,14.32,23.26,51.16,50.16,50.00,,Air,04/09/2020,15:52:31.308,89553.5759
B,14.32,23.26,51.05,50.05,50.00,,Air,04/09/2020,15:52:31.418,89662.457
B,14.32,23.25,51.02,50.02,50.00,,Air,04/09/2020,15:52:31.527,89772.0926
B,14.32,23.25,51.02,50.02,50.00,,Air,04/09/2020,15:52:31.636,89880.7772
B,14.32,23.25,50.96,49.97,50.00,,Air,04/09/2020,15:52:31.746,89990.8938
B,14.32,23.25,50.94,49.95,50.00,,Air,04/09/2020,15:52:31.855,90100.0064
B,14.32,23.25,50.94,49.95,50.00,,Air,04/09/2020,15:52:31.965,90208.7368
B,14.32,23.25,50.93,49.94,50.00,,Air,04/09/2020,15:52:32.074,90318.7637
B,14.32,23.25,50.93,49.94,50.00,,Air,04/09/2020,15:52:32.183,90427.8152
B,14.32,23.25,50.93,49.93,50.00,,Air,04/09/2020,15:52:32.293,90536.9844
B,14.32,23.25,50.93,49.93,50.00,,Air,04/09/2020,15:52:32.402,90646.3369
B,14.32,23.25,50.90,49.91,50.00,,Air,04/09/2020,15:52:32.511,90756.3478
B,14.32,23.24,50.91,49.91,50.00,,Air,04/09/2020,15:52:32.621,90866.2396
B,14.32,23.24,50.90,49.91,50.00,,Air,04/09/2020,15:52:32.730,90974.7167
B,14.32,23.24,50.90,49.91,50.00,,Air,04/09/2020,15:52:32.839,91084.5939
B,14.32,23.24,50.88,49.89,50.00,,Air,04/09/2020,15:52:32.949,91193.2012
B,14.32,23.24,50.88,49.89,50.00,,Air,04/09/2020,15:52:33.058,91303.0177
B,14.32,23.24,50.91,49.92,50.00,,Air,04/09/2020,15:52:33.167,91412.5102
B,14.32,23.24,50.91,49.92,50.00,,Air,04/09/2020,15:52:33.277,91522.0985
B,14.32,23.24,50.89,49.90,50.00,,Air,04/09/2020,15:52:33.386,91631.576
B,14.32,23.24,50.88,49.89,50.00,,Air,04/09/2020,15:52:33.496,91740.2167
B,14.32,23.23,50.87,49.88,50.00,,Air,04/09/2020,15:52:33.605,91849.3972
B,14.32,23.23,50.87,49.88,50.00,,Air,04/09/2020,15:52:33.714,91958.2898
B,14.32,23.23,50.86,49.86,50.00,,Air,04/09/2020,15:52:33.824,92068.0716
B,14.32,23.23,50.87,49.88,50.00,,Air,04/09/2020,15:52:33.933,92177.6268
B,14.32,23.23,50.88,49.89,50.00,,Air,04/09/2020,15:52:34.042,92290.0948
B,14.32,23.23,50.88,49.89,50.00,,Air,04/09/2020,15:52:34.151,92395.722
B,14.32,23.23,50.83,49.85,50.00,,Air,04/09/2020,15:52:34.261,92509.1106
B,14.32,23.23,50.87,49.88,50.00,,Air,04/09/2020,15:52:34.370,92618.855
B,14.32,23.23,50.87,49.88,50.00,,Air,04/09/2020,15:52:34.480,92725.6539
B,14.32,23.23,50.83,49.84,50.00,,Air,04/09/2020,15:52:34.589,92833.3357
B,14.32,23.23,50.84,49.86,50.00,,Air,04/09/2020,15:52:34.698,92944.9471
B,14.32,23.23,50.84,49.85,50.00,,Air,04/09/2020,15:52:34.808,93058.1141
B,14.32,23.23,50.84,49.85,50.00,,Air,04/09/2020,15:52:34.917,93162.131
B,14.32,23.23,50.84,49.86,50.00,,Air,04/09/2020,15:52:35.026,93274.6244
B,14.32,23.23,50.82,49.83,50.00,,Air,04/09/2020,15:52:35.136,93384.4629
B,14.32,23.23,50.82,49.83,50.00,,Air,04/09/2020,15:52:35.245,93489.3697
B,14.32,23.23,50.83,49.84,50.00,,Air,04/09/2020,15:52:35.354,93598.9437
B,14.32,23.22,50.85,49.86,50.00,,Air,04/09/2020,15:52:35.464,93708.6614
B,14.33,23.22,50.82,49.83,50.00,,Air,04/09/2020,15:52:35.573,93817.6788
B,14.33,23.22,50.82,49.83,50.00,,Air,04/09/2020,15:52:35.682,93927.8507
B,14.32,23.22,50.83,49.84,50.00,,Air,04/09/2020,15:52:35.792,94036.8535
B,14.32,23.22,50.84,49.86,50.00,,Air,04/09/2020,15:52:35.901,94146.3438
B,14.32,23.22,50.82,49.84,50.00,,Air,04/09/2020,15:52:36.010,94255.122
B,14.32,23.22,50.82,49.84,50.00,,Air,04/09/2020,15:52:36.120,94364.0128
B,14.32,23.22,50.80,49.81,50.00,,Air,04/09/2020,15:52:36.229,94473.7881
B,14.32,23.22,50.79,49.80,50.00,,Air,04/09/2020,15:52:36.338,94584.6708
B,14.32,23.22,50.79,49.80,50.00,,Air,04/09/2020,15:52:36.448,94692.5924
B,14.32,23.22,50.80,49.81,50.00,,Air,04/09/2020,15:52:36.557,94801.8035
B,14.32,23.22,50.81,49.82,50.00,,Air,04/09/2020,15:52:36.667,94911.8525
B,14.32,23.22,50.77,49.79,50.00,,Air,04/09/2020,15:52:36.776,95021.3094
B,14.32,23.22,50.77,49.79,50.00,,Air,04/09/2020,15:52:36.885,95131.1828
B,14.32,23.22,50.77,49.79,50.00,,Air,04/09/2020,15:52:36.995,95239.4109
B,14.32,23.22,50.80,49.82,50.00,,Air,04/09/2020,15:52:37.104,95349.4853
B,14.32,23.21,50.80,49.82,50.00,,Air,04/09/2020,15:52:37.213,95457.779
B,14.32,23.21,50.80,49.82,50.00,,Air,04/09/2020,15:52:37.323,95567.4384
B,14.32,23.21,50.80,49.82,50.00,,Air,04/09/2020,15:52:37.432,95676.4454
B,14.32,23.21,50.79,49.81,50.00,,Air,04/09/2020,15:52:37.541,95786.2736
B,14.32,23.21,50.78,49.80,50.00,,Air,04/09/2020,15:52:37.651,95896.5986
B,14.32,23.21,50.78,49.80,50.00,,Air,04/09/2020,15:52:37.760,96004.5534
B,14.32,23.21,50.79,49.80,50.00,,Air,04/09/2020,15:52:37.869,96114.8632
B,14.32,23.21,50.75,49.76,50.00,,Air,04/09/2020,15:52:37.979,96223.1933
B,14.32,23.21,50.75,49.76,50.00,,Air,04/09/2020,15:52:38.088,96332.6026
B,14.32,23.21,50.77,49.79,50.00,,Air,04/09/2020,15:52:38.197,96441.0653
B,14.32,23.21,50.75,49.77,50.00,,Air,04/09/2020,15:52:38.306,96550.2003
B,14.32,23.21,50.75,49.77,50.00,,Air,04/09/2020,15:52:38.415,96660.535
B,14.32,23.21,50.77,49.79,50.00,,Air,04/09/2020,15:52:38.524,96769.3457
B,14.32,23.21,50.77,49.78,50.00,,Air,04/09/2020,15:52:38.634,96879.2469
B,14.32,23.21,50.77,49.78,50.00,,Air,04/09/2020,15:52:38.743,96987.6862
B,14.32,23.21,50.74,49.76,50.00,,Air,04/09/2020,15:52:38.852,97097.3143
B,14.32,23.21,50.74,49.76,50.00,,Air,04/09/2020,15:52:38.962,97206.336
B,14.32,23.21,50.72,49.73,50.00,,Air,04/09/2020,15:52:39.071,97316.7479
B,14.32,23.21,50.72,49.73,50.00,,Air,04/09/2020,15:52:39.181,97424.7259
B,14.32,23.21,50.73,49.75,50.00,,Air,04/09/2020,15:52:39.290,97534.8103
B,14.32,23.21,50.74,49.76,50.00,,Air,04/09/2020,15:52:39.399,97644.9053
B,14.32,23.21,50.75,49.77,50.00,,Air,04/09/2020,15:52:39.509,97753.2303
B,14.32,23.21,50.75,49.77,50.00,,Air,04/09/2020,15:52:39.618,97863.5095
B,14.32,23.21,50.75,49.77,50.00,,Air,04/09/2020,15:52:39.727,97971.5931
B,14.32,23.20,50.74,49.76,50.00,,Air,04/09/2020,15:52:39.837,98082.7458
B,14.32,23.20,50.74,49.76,50.00,,Air,04/09/2020,15:52:39.946,98191.4243
B,14.32,23.20,50.73,49.75,50.00,,Air,04/09/2020,15:52:40.055,98300.3584
B,14.32,23.20,50.73,49.75,50.00,,Air,04/09/2020,15:52:40.165,98409.0854
B,14.32,23.20,50.73,49.75,50.00,,Air,04/09/2020,15:52:40.274,98519.5439
B,14.32,23.20,50.74,49.76,50.00,,Air,04/09/2020,15:52:40.383,98628.5661
B,14.32,23.20,50.72,49.73,50.00,,Air,04/09/2020,15:52:40.493,98737.6314
B,14.33,23.20,50.72,49.74,50.00,,Air,04/09/2020,15:52:40.602,98846.7907
