"Viewer Version","2.91"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"Product Type","Liquid Flow Sensor (SF06 Chip)"
"Product COM Protocol Config","SHDLC Device Address: 0"
"Product ID","0x03010101"
"Sensor Serial","0000313239354A51"
"I2C Address","33"
"Supply Voltage","3.5 V"
"Command Address","0x3608"
"Sampling Time [ms]","5"
"Scale Factor Flow lin.","60"
"Scale Factor Temp lin.","200"
"Scale Factor Custom","1"
"Sample #","Relative Time[s]","Flow linearized [Pa]","Temperature linearized [deg C]","Custom []"
"263777","1,318.5048","0.017","32.225","60.000"
"263778","1,318.5094","0.017","32.215","60.000"
"263779","1,318.5173","-0.017","32.195","60.000"
"263780","1,318.5253","-0.017","32.195","60.000"
"263781","1,318.5293","0.000","32.195","60.000"
"263782","1,318.5333","0.000","32.235","60.000"
"263783","1,318.5373","0.017","32.235","60.000"
"263784","1,318.5413","0.000","32.260","60.000"
"263785","1,318.5466","-0.017","32.220","60.000"
"263786","1,318.5520","-0.017","32.220","60.000"
"263787","1,318.5573","-0.017","32.205","60.000"
"263788","1,318.5626","0.000","32.260","60.000"
"263789","1,318.5679","0.000","32.240","60.000"
"263790","1,318.5733","0.000","32.240","60.000"
"263791","1,318.5786","0.000","32.215","60.000"
"263792","1,318.5839","-0.017","32.205","60.000"
"263793","1,318.5893","-0.017","32.205","60.000"
"263794","1,318.5947","-0.017","32.205","60.000"
"263795","1,318.6001","0.000","32.205","60.000"
"263796","1,318.6056","0.000","32.240","60.000"
"263797","1,318.6096","0.000","32.240","60.000"
"263798","1,318.6136","0.000","32.240","60.000"
"263799","1,318.6176","0.017","32.205","60.000"
"263800","1,318.6216","-0.017","32.205","60.000"
"263801","1,318.6269","-0.017","32.210","60.000"
"263802","1,318.6322","0.000","32.260","60.000"
"263803","1,318.6374","0.017","32.220","60.000"
"263804","1,318.6420","0.000","32.220","60.000"
"263805","1,318.6465","0.017","32.205","60.000"
"263806","1,318.6511","0.017","32.220","60.000"
"263807","1,318.6556","-0.017","32.220","60.000"
"263808","1,318.6601","-0.033","32.220","60.000"
"263809","1,318.6647","-0.017","32.210","60.000"
"263810","1,318.6692","0.000","32.210","60.000"
"263811","1,318.6773","0.017","32.210","60.000"
"263812","1,318.6854","0.017","32.240","60.000"
"263813","1,318.6894","0.000","32.205","60.000"
"263814","1,318.6934","-0.050","32.205","60.000"
"263815","1,318.6974","0.000","32.195","60.000"
"263816","1,318.7015","0.017","32.205","60.000"
"263817","1,318.7068","0.017","32.205","60.000"
"263818","1,318.7120","0.033","32.270","60.000"
"263819","1,318.7173","0.000","32.225","60.000"
"263820","1,318.7234","-0.017","32.225","60.000"
"263821","1,318.7295","-0.017","32.225","60.000"
"263822","1,318.7356","-0.017","32.210","60.000"
"263823","1,318.7417","0.000","32.215","60.000"
"263824","1,318.7477","0.000","32.215","60.000"
"263825","1,318.7538","0.000","32.215","60.000"
"263826","1,318.7599","0.000","32.195","60.000"
"263827","1,318.7660","-0.033","32.195","60.000"
"263828","1,318.7721","0.000","32.235","60.000"
"263829","1,318.7753","0.000","32.220","60.000"
"263830","1,318.7785","0.017","32.200","60.000"
"263831","1,318.7817","0.000","32.200","60.000"
"263832","1,318.7849","-0.017","32.225","60.000"
"263833","1,318.7881","-0.017","32.235","60.000"
"263834","1,318.7935","0.017","32.235","60.000"
"263835","1,318.7989","0.017","32.220","60.000"
"263836","1,318.8042","0.000","32.240","60.000"
"263837","1,318.8088","-0.017","32.190","60.000"
"263838","1,318.8133","-0.017","32.190","60.000"
"263839","1,318.8179","0.000","32.205","60.000"
"263840","1,318.8225","0.017","32.205","60.000"
"263841","1,318.8271","0.000","32.205","60.000"
"263842","1,318.8316","0.017","32.245","60.000"
"263843","1,318.8362","0.000","32.240","60.000"
"263844","1,318.8416","-0.017","32.220","60.000"
"263845","1,318.8469","-0.017","32.220","60.000"
"263846","1,318.8523","0.000","32.220","60.000"
"263847","1,318.8576","0.017","32.235","60.000"
"263848","1,318.8628","0.000","32.235","60.000"
"263849","1,318.8681","0.017","32.245","60.000"
"263850","1,318.8735","0.000","32.195","60.000"
"263851","1,318.8789","-0.017","32.195","60.000"
"263852","1,318.8842","0.000","32.205","60.000"
"263853","1,318.8888","-0.017","32.245","60.000"
"263854","1,318.8934","0.017","32.200","60.000"
"263855","1,318.8979","0.017","32.200","60.000"
"263856","1,318.9025","0.000","32.230","60.000"
"263857","1,318.9070","-0.050","32.215","60.000"
"263858","1,318.9116","-0.033","32.215","60.000"
"263859","1,318.9161","0.000","32.210","60.000"
"263860","1,318.9215","-0.017","32.205","60.000"
"263861","1,318.9268","0.000","32.225","60.000"
"263862","1,318.9321","0.000","32.225","60.000"
"263863","1,318.9374","0.000","32.205","60.000"
"263864","1,318.9428","-0.017","32.205","60.000"
"263865","1,318.9481","0.000","32.205","60.000"
"263866","1,318.9534","0.000","32.205","60.000"
"263867","1,318.9588","0.000","32.185","60.000"
"263868","1,318.9641","0.000","32.185","60.000"
"263869","1,318.9687","-0.017","32.230","60.000"
"263870","1,318.9733","0.000","32.240","60.000"
"263871","1,318.9778","0.000","32.205","60.000"
"263872","1,318.9824","-0.017","32.205","60.000"
"263873","1,318.9870","0.000","32.185","60.000"
"263874","1,318.9916","0.000","32.230","60.000"
"263875","1,318.9962","-0.017","32.230","60.000"
"263876","1,319.0016","-0.017","32.195","60.000"
"263877","1,319.0070","0.000","32.235","60.000"
"263878","1,319.0125","0.017","32.225","60.000"
"263879","1,319.0177","-0.017","32.225","60.000"
"263880","1,319.0229","0.000","32.220","60.000"
"263881","1,319.0281","0.000","32.215","60.000"
"263882","1,319.0334","0.000","32.215","60.000"
"263883","1,319.0388","0.000","32.240","60.000"
"263884","1,319.0441","-0.017","32.210","60.000"
"263885","1,319.0499","-0.017","32.205","60.000"
"263886","1,319.0556","0.000","32.205","60.000"
"263887","1,319.0614","0.017","32.240","60.000"
"263888","1,319.0671","0.000","32.205","60.000"
"263889","1,319.0729","-0.017","32.205","60.000"
"263890","1,319.0787","-0.017","32.235","60.000"
"263891","1,319.0844","-0.017","32.205","60.000"
"263892","1,319.0902","-0.017","32.205","60.000"
"263893","1,319.0959","-0.017","32.210","60.000"
"263894","1,319.1017","0.017","32.190","60.000"
"263895","1,319.1075","0.017","32.200","60.000"
"263896","1,319.1132","0.000","32.200","60.000"
"263897","1,319.1164","0.000","32.220","60.000"
"263898","1,319.1196","0.017","32.190","60.000"
"263899","1,319.1228","0.000","32.190","60.000"
"263900","1,319.1259","0.000","32.220","60.000"
"263901","1,319.1291","0.000","32.215","60.000"
"263902","1,319.1345","-0.017","32.215","60.000"
"263903","1,319.1399","0.000","32.215","60.000"
"263904","1,319.1452","-0.017","32.220","60.000"
"263905","1,319.1498","0.017","32.225","60.000"
"263906","1,319.1543","-0.017","32.225","60.000"
"263907","1,319.1589","0.000","32.205","60.000"
"263908","1,319.1634","-0.017","32.250","60.000"
"263909","1,319.1680","-0.017","32.250","60.000"
"263910","1,319.1725","0.000","32.220","60.000"
"263911","1,319.1771","-0.017","32.195","60.000"
"263912","1,319.1825","0.000","32.220","60.000"
"263913","1,319.1879","0.000","32.220","60.000"
"263914","1,319.1934","0.000","32.215","60.000"
"263915","1,319.1986","0.000","32.205","60.000"
"263916","1,319.2038","-0.017","32.205","60.000"
"263917","1,319.2090","0.000","32.200","60.000"
"263918","1,319.2144","0.000","32.225","60.000"
"263919","1,319.2197","0.000","32.200","60.000"
"263920","1,319.2251","0.017","32.200","60.000"
"263921","1,319.2297","0.000","32.215","60.000"
"263922","1,319.2343","0.000","32.245","60.000"
"263923","1,319.2389","0.000","32.245","60.000"
"263924","1,319.2435","-0.017","32.225","60.000"
"263925","1,319.2480","0.000","32.235","60.000"
"263926","1,319.2526","0.000","32.195","60.000"
"263927","1,319.2572","0.000","32.195","60.000"
"263928","1,319.2626","0.000","32.220","60.000"
"263929","1,319.2680","-0.017","32.205","60.000"
"263930","1,319.2734","-0.017","32.205","60.000"
"263931","1,319.2788","0.000","32.230","60.000"
"263932","1,319.2841","0.017","32.225","60.000"
"263933","1,319.2894","0.000","32.225","60.000"
"263934","1,319.2947","-0.017","32.205","60.000"
"263935","1,319.2999","-0.017","32.200","60.000"
"263936","1,319.3052","-0.017","32.200","60.000"
"263937","1,319.3098","0.000","32.200","60.000"
"263938","1,319.3143","0.000","32.200","60.000"
"263939","1,319.3189","0.000","32.220","60.000"
"263940","1,319.3234","0.000","32.220","60.000"
"263941","1,319.3279","-0.017","32.180","60.000"
"263942","1,319.3325","0.000","32.230","60.000"
"263943","1,319.3370","0.000","32.205","60.000"
"263944","1,319.3424","0.000","32.205","60.000"
"263945","1,319.3478","0.000","32.240","60.000"
"263946","1,319.3531","0.000","32.190","60.000"
"263947","1,319.3585","0.000","32.190","60.000"
"263948","1,319.3639","0.000","32.220","60.000"
"263949","1,319.3693","-0.017","32.205","60.000"
"263950","1,319.3746","0.000","32.205","60.000"
"263951","1,319.3800","0.000","32.220","60.000"
"263952","1,319.3853","0.000","32.245","60.000"
"263953","1,319.3898","0.017","32.220","60.000"
"263954","1,319.3943","0.000","32.220","60.000"
"263955","1,319.3989","-0.017","32.205","60.000"
"263956","1,319.4034","0.000","32.215","60.000"
"263957","1,319.4079","0.000","32.215","60.000"
"263958","1,319.4125","0.000","32.240","60.000"
"263959","1,319.4170","-0.017","32.200","60.000"
"263960","1,319.4224","0.017","32.225","60.000"
"263961","1,319.4278","0.000","32.225","60.000"
"263962","1,319.4331","0.000","32.185","60.000"
"263963","1,319.4384","0.000","32.220","60.000"
"263964","1,319.4437","0.000","32.220","60.000"
"263965","1,319.4489","0.000","32.240","60.000"
"263966","1,319.4544","0.000","32.225","60.000"
"263967","1,319.4598","0.000","32.225","60.000"
"263968","1,319.4652","0.000","32.225","60.000"
