"Viewer Version","2.91"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"Product Type","Liquid Flow Sensor (SF06 Chip)"
"Product COM Protocol Config","SHDLC Device Address: 0"
"Product ID","0x03010101"
"Sensor Serial","0000313239354A51"
"I2C Address","33"
"Supply Voltage","3.5 V"
"Command Address","0x3608"
"Sampling Time [ms]","5"
"Scale Factor Flow lin.","60"
"Scale Factor Temp lin.","200"
"Scale Factor Custom","1"
"Sample #","Relative Time[s]","Flow linearized [Pa]","Temperature linearized [deg C]","Custom []"
"475989","2,378.8476","55.683","31.410","60.000"
"475990","2,378.8529","54.833","31.410","60.000"
"475991","2,378.8582","53.900","31.400","60.000"
"475992","2,378.8635","48.867","31.410","60.000"
"475993","2,378.8689","55.817","31.400","60.000"
"475994","2,378.8742","55.917","31.400","60.000"
"475995","2,378.8787","58.400","31.405","60.000"
"475996","2,378.8833","54.583","31.450","60.000"
"475997","2,378.8878","58.583","31.450","60.000"
"475998","2,378.8924","57.850","31.390","60.000"
"475999","2,378.8969","57.350","31.420","60.000"
"476000","2,378.9015","58.817","31.420","60.000"
"476001","2,378.9060","58.450","31.430","60.000"
"476002","2,378.9114","59.367","31.380","60.000"
"476003","2,378.9168","58.267","31.425","60.000"
"476004","2,378.9222","57.200","31.425","60.000"
"476005","2,378.9276","60.533","31.410","60.000"
"476006","2,378.9329","56.750","31.390","60.000"
"476007","2,378.9383","61.067","31.390","60.000"
"476008","2,378.9436","51.033","31.430","60.000"
"476009","2,378.9490","56.717","31.400","60.000"
"476010","2,378.9543","54.083","31.400","60.000"
"476011","2,378.9588","59.783","31.400","60.000"
"476012","2,378.9634","53.667","31.415","60.000"
"476013","2,378.9679","59.233","31.385","60.000"
"476014","2,378.9724","53.433","31.385","60.000"
"476015","2,378.9769","51.717","31.390","60.000"
"476016","2,378.9815","56.367","31.385","60.000"
"476017","2,378.9860","59.750","31.385","60.000"
"476018","2,378.9914","58.467","31.410","60.000"
"476019","2,378.9969","57.450","31.400","60.000"
"476020","2,379.0023","62.167","31.430","60.000"
"476021","2,379.0075","61.733","31.430","60.000"
"476022","2,379.0127","61.117","31.380","60.000"
"476023","2,379.0180","62.267","31.410","60.000"
"476024","2,379.0233","64.617","31.410","60.000"
"476025","2,379.0287","56.617","31.420","60.000"
"476026","2,379.0341","61.617","31.420","60.000"
"476027","2,379.0386","60.650","31.405","60.000"
"476028","2,379.0432","59.400","31.405","60.000"
"476029","2,379.0477","59.117","31.395","60.000"
"476030","2,379.0523","56.433","31.390","60.000"
"476031","2,379.0568","60.333","31.390","60.000"
"476032","2,379.0614","55.983","31.395","60.000"
"476033","2,379.0659","59.817","31.410","60.000"
"476034","2,379.0713","53.650","31.390","60.000"
"476035","2,379.0767","45.283","31.390","60.000"
"476036","2,379.0820","52.617","31.380","60.000"
"476037","2,379.0873","55.067","31.415","60.000"
"476038","2,379.0926","46.550","31.415","60.000"
"476039","2,379.0979","58.850","31.380","60.000"
"476040","2,379.1032","59.783","31.425","60.000"
"476041","2,379.1086","55.900","31.425","60.000"
"476042","2,379.1139","58.400","31.410","60.000"
"476043","2,379.1185","62.950","31.385","60.000"
"476044","2,379.1231","61.167","31.370","60.000"
"476045","2,379.1276","54.650","31.370","60.000"
"476046","2,379.1322","52.600","31.415","60.000"
"476047","2,379.1368","60.350","31.395","60.000"
"476048","2,379.1413","56.783","31.395","60.000"
"476049","2,379.1459","59.550","31.420","60.000"
"476050","2,379.1513","59.533","31.360","60.000"
"476051","2,379.1568","57.967","31.410","60.000"
"476052","2,379.1622","57.900","31.410","60.000"
"476053","2,379.1675","59.450","31.415","60.000"
"476054","2,379.1729","56.917","31.430","60.000"
"476055","2,379.1782","62.067","31.430","60.000"
"476056","2,379.1835","62.350","31.400","60.000"
"476057","2,379.1887","51.133","31.430","60.000"
"476058","2,379.1940","60.767","31.430","60.000"
"476059","2,379.1986","57.433","31.405","60.000"
"476060","2,379.2031","58.700","31.370","60.000"
"476061","2,379.2077","55.467","31.390","60.000"
"476062","2,379.2122","59.400","31.390","60.000"
"476063","2,379.2168","61.250","31.405","60.000"
"476064","2,379.2213","59.183","31.395","60.000"
"476065","2,379.2259","59.550","31.395","60.000"
"476066","2,379.2313","58.033","31.390","60.000"
"476067","2,379.2367","67.883","31.370","60.000"
"476068","2,379.2421","57.783","31.415","60.000"
"476069","2,379.2475","59.367","31.415","60.000"
"476070","2,379.2528","58.433","31.410","60.000"
"476071","2,379.2582","54.333","31.405","60.000"
"476072","2,379.2634","64.283","31.405","60.000"
"476073","2,379.2687","56.983","31.400","60.000"
"476074","2,379.2740","55.500","31.430","60.000"
"476075","2,379.2785","61.567","31.430","60.000"
"476076","2,379.2831","58.333","31.415","60.000"
"476077","2,379.2876","62.900","31.400","60.000"
"476078","2,379.2922","52.500","31.415","60.000"
"476079","2,379.2967","56.200","31.415","60.000"
"476080","2,379.3013","59.200","31.400","60.000"
"476081","2,379.3058","58.917","31.410","60.000"
"476082","2,379.3113","64.283","31.410","60.000"
"476083","2,379.3167","60.917","31.410","60.000"
"476084","2,379.3221","57.417","31.405","60.000"
"476085","2,379.3274","59.500","31.410","60.000"
"476086","2,379.3327","62.850","31.410","60.000"
"476087","2,379.3379","59.750","31.425","60.000"
"476088","2,379.3432","59.183","31.430","60.000"
"476089","2,379.3485","58.000","31.430","60.000"
"476090","2,379.3538","56.517","31.410","60.000"
"476091","2,379.3583","53.667","31.400","60.000"
"476092","2,379.3629","52.400","31.390","60.000"
"476093","2,379.3675","54.083","31.390","60.000"
"476094","2,379.3721","52.067","31.415","60.000"
"476095","2,379.3766","55.917","31.390","60.000"
"476096","2,379.3812","58.067","31.390","60.000"
"476097","2,379.3858","56.833","31.390","60.000"
"476098","2,379.3912","58.800","31.365","60.000"
"476099","2,379.3967","57.750","31.365","60.000"
"476100","2,379.4022","61.333","31.410","60.000"
"476101","2,379.4074","59.817","31.410","60.000"
"476102","2,379.4127","61.200","31.390","60.000"
"476103","2,379.4179","60.933","31.390","60.000"
"476104","2,379.4232","64.300","31.385","60.000"
"476105","2,379.4286","59.133","31.410","60.000"
"476106","2,379.4339","59.383","31.410","60.000"
"476107","2,379.4392","60.433","31.430","60.000"
"476108","2,379.4444","58.617","31.415","60.000"
"476109","2,379.4496","57.183","31.405","60.000"
"476110","2,379.4548","60.233","31.405","60.000"
"476111","2,379.4600","56.133","31.350","60.000"
"476112","2,379.4653","57.600","31.405","60.000"
"476113","2,379.4705","61.783","31.405","60.000"
"476114","2,379.4757","58.817","31.430","60.000"
"476115","2,379.4797","57.067","31.380","60.000"
"476116","2,379.4838","54.200","31.380","60.000"
"476117","2,379.4879","52.267","31.385","60.000"
"476118","2,379.4919","63.450","31.410","60.000"
"476119","2,379.4973","62.083","31.400","60.000"
"476120","2,379.5027","61.833","31.400","60.000"
"476121","2,379.5080","64.033","31.415","60.000"
"476122","2,379.5126","66.167","31.400","60.000"
"476123","2,379.5171","57.500","31.400","60.000"
"476124","2,379.5216","57.633","31.420","60.000"
"476125","2,379.5261","61.983","31.395","60.000"
"476126","2,379.5306","54.883","31.420","60.000"
"476127","2,379.5352","57.000","31.420","60.000"
"476128","2,379.5397","57.150","31.410","60.000"
"476129","2,379.5450","60.850","31.370","60.000"
"476130","2,379.5503","54.300","31.370","60.000"
"476131","2,379.5557","57.550","31.410","60.000"
"476132","2,379.5611","58.433","31.420","60.000"
"476133","2,379.5665","53.617","31.410","60.000"
"476134","2,379.5720","55.000","31.410","60.000"
"476135","2,379.5773","52.533","31.410","60.000"
"476136","2,379.5826","55.800","31.360","60.000"
"476137","2,379.5879","54.550","31.360","60.000"
"476138","2,379.5924","58.733","31.415","60.000"
"476139","2,379.5970","58.017","31.430","60.000"
"476140","2,379.6015","60.033","31.430","60.000"
"476141","2,379.6060","60.217","31.405","60.000"
"476142","2,379.6105","56.983","31.435","60.000"
"476143","2,379.6151","63.033","31.385","60.000"
"476144","2,379.6196","59.900","31.385","60.000"
"476145","2,379.6249","61.783","31.390","60.000"
"476146","2,379.6303","62.550","31.415","60.000"
"476147","2,379.6356","58.667","31.415","60.000"
"476148","2,379.6410","58.883","31.420","60.000"
"476149","2,379.6464","56.017","31.400","60.000"
"476150","2,379.6518","62.567","31.405","60.000"
"476151","2,379.6572","55.000","31.405","60.000"
"476152","2,379.6625","59.800","31.375","60.000"
"476153","2,379.6678","63.417","31.370","60.000"
"476154","2,379.6724","58.633","31.370","60.000"
"476155","2,379.6769","58.183","31.420","60.000"
"476156","2,379.6814","56.800","31.440","60.000"
"476157","2,379.6860","63.400","31.440","60.000"
"476158","2,379.6905","59.683","31.410","60.000"
"476159","2,379.6951","59.833","31.385","60.000"
"476160","2,379.6996","62.000","31.430","60.000"
"476161","2,379.7049","56.033","31.430","60.000"
"476162","2,379.7103","56.850","31.425","60.000"
"476163","2,379.7156","59.683","31.385","60.000"
"476164","2,379.7209","58.750","31.385","60.000"
"476165","2,379.7262","60.283","31.390","60.000"
"476166","2,379.7316","57.567","31.410","60.000"
"476167","2,379.7370","58.183","31.415","60.000"
"476168","2,379.7425","63.133","31.415","60.000"
"476169","2,379.7479","63.583","31.360","60.000"
"476170","2,379.7524","53.367","31.420","60.000"
"476171","2,379.7569","57.567","31.420","60.000"
"476172","2,379.7615","60.800","31.385","60.000"
"476173","2,379.7660","58.200","31.410","60.000"
"476174","2,379.7705","56.217","31.410","60.000"
"476175","2,379.7750","59.750","31.410","60.000"
"476176","2,379.7795","52.900","31.415","60.000"
"476177","2,379.7850","62.817","31.430","60.000"
"476178","2,379.7905","56.550","31.430","60.000"
"476179","2,379.7960","60.733","31.430","60.000"
"476180","2,379.8013","51.617","31.420","60.000"
"476181","2,379.8066","51.067","31.420","60.000"
"476182","2,379.8119","54.467","31.435","60.000"
"476183","2,379.8173","55.967","31.385","60.000"
"476184","2,379.8226","58.217","31.390","60.000"
"476185","2,379.8280","57.050","31.390","60.000"
"476186","2,379.8325","51.367","31.420","60.000"
"476187","2,379.8370","62.050","31.390","60.000"
"476188","2,379.8415","60.200","31.390","60.000"
"476189","2,379.8460","60.617","31.350","60.000"
"476190","2,379.8505","59.000","31.395","60.000"
"476191","2,379.8550","59.583","31.370","60.000"
"476192","2,379.8595","60.400","31.370","60.000"
