"Viewer Version","2.91"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"Product Type","Liquid Flow Sensor (SF06 Chip)"
"Product COM Protocol Config","SHDLC Device Address: 0"
"Product ID","0x03010101"
"Sensor Serial","0000313239354A51"
"I2C Address","33"
"Supply Voltage","3.5 V"
"Command Address","0x3608"
"Sampling Time [ms]","5"
"Scale Factor Flow lin.","60"
"Scale Factor Temp lin.","200"
"Scale Factor Custom","1"
"Sample #","Relative Time[s]","Flow linearized [Pa]","Temperature linearized [deg C]","Custom []"
"490660","2,452.1553","80.817","31.290","60.000"
"490661","2,452.1598","74.033","31.240","60.000"
"490662","2,452.1643","75.567","31.240","60.000"
"490663","2,452.1688","68.233","31.260","60.000"
"490664","2,452.1733","75.733","31.270","60.000"
"490665","2,452.1779","76.433","31.270","60.000"
"490666","2,452.1824","78.500","31.275","60.000"
"490667","2,452.1905","81.933","31.240","60.000"
"490668","2,452.1985","73.917","31.240","60.000"
"490669","2,452.2039","86.433","31.295","60.000"
"490670","2,452.2093","67.900","31.275","60.000"
"490671","2,452.2147","82.517","31.275","60.000"
"490672","2,452.2185","75.783","31.275","60.000"
"490673","2,452.2224","82.467","31.255","60.000"
"490674","2,452.2263","78.417","31.270","60.000"
"490675","2,452.2302","79.600","31.270","60.000"
"490676","2,452.2352","78.983","31.235","60.000"
"490677","2,452.2402","70.433","31.245","60.000"
"490678","2,452.2451","84.067","31.280","60.000"
"490679","2,452.2501","82.283","31.280","60.000"
"490680","2,452.2551","77.683","31.225","60.000"
"490681","2,452.2600","78.700","31.225","60.000"
"490682","2,452.2650","81.683","31.225","60.000"
"490683","2,452.2694","80.083","31.250","60.000"
"490684","2,452.2739","70.100","31.250","60.000"
"490685","2,452.2783","69.433","31.230","60.000"
"490686","2,452.2865","76.217","31.230","60.000"
"490687","2,452.2947","78.683","31.265","60.000"
"490688","2,452.2987","86.867","31.255","60.000"
"490689","2,452.3027","71.000","31.255","60.000"
"490690","2,452.3067","75.817","31.250","60.000"
"490691","2,452.3107","80.633","31.260","60.000"
"490692","2,452.3159","76.650","31.260","60.000"
"490693","2,452.3212","71.400","31.255","60.000"
"490694","2,452.3265","74.950","31.280","60.000"
"490695","2,452.3317","70.333","31.260","60.000"
"490696","2,452.3370","76.933","31.260","60.000"
"490697","2,452.3423","86.167","31.225","60.000"
"490698","2,452.3477","78.900","31.245","60.000"
"490699","2,452.3531","81.100","31.245","60.000"
"490700","2,452.3584","77.950","31.265","60.000"
"490701","2,452.3637","74.950","31.260","60.000"
"490702","2,452.3690","75.433","31.280","60.000"
"490703","2,452.3742","80.433","31.280","60.000"
"490704","2,452.3783","75.667","31.285","60.000"
"490705","2,452.3823","77.917","31.270","60.000"
"490706","2,452.3863","70.250","31.270","60.000"
"490707","2,452.3904","78.400","31.285","60.000"
"490708","2,452.3949","78.817","31.235","60.000"
"490709","2,452.3995","83.583","31.235","60.000"
"490710","2,452.4040","87.350","31.260","60.000"
"490711","2,452.4086","70.083","31.305","60.000"
"490712","2,452.4131","79.533","31.270","60.000"
"490713","2,452.4176","73.267","31.270","60.000"
"490714","2,452.4222","75.550","31.270","60.000"
"490715","2,452.4303","72.017","31.255","60.000"
"490716","2,452.4385","77.967","31.255","60.000"
"490717","2,452.4438","81.750","31.270","60.000"
"490718","2,452.4491","71.433","31.290","60.000"
