"Viewer Version","2.91"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"Product Type","Liquid Flow Sensor (SF06 Chip)"
"Product COM Protocol Config","SHDLC Device Address: 0"
"Product ID","0x03010101"
"Sensor Serial","0000313239354A51"
"I2C Address","33"
"Supply Voltage","3.5 V"
"Command Address","0x3608"
"Sampling Time [ms]","5"
"Scale Factor Flow lin.","60"
"Scale Factor Temp lin.","200"
"Scale Factor Custom","1"
"Sample #","Relative Time[s]","Flow linearized [Pa]","Temperature linearized [deg C]","Custom []"
"513117","2,564.3701","109.667","30.580","60.000"
"513118","2,564.3746","113.550","30.580","60.000"
"513119","2,564.3792","113.367","30.570","60.000"
"513120","2,564.3837","114.367","30.560","60.000"
"513121","2,564.3882","118.250","30.560","60.000"
"513122","2,564.3928","113.183","30.560","60.000"
"513123","2,564.3973","113.550","30.560","60.000"
"513124","2,564.4052","115.317","30.520","60.000"
"513125","2,564.4132","128.400","30.520","60.000"
"513126","2,564.4185","112.267","30.555","60.000"
"513127","2,564.4239","127.683","30.530","60.000"
"513128","2,564.4292","113.783","30.530","60.000"
"513129","2,564.4333","124.467","30.575","60.000"
"513130","2,564.4373","113.550","30.540","60.000"
"513131","2,564.4413","108.667","30.540","60.000"
"513132","2,564.4453","109.883","30.530","60.000"
"513133","2,564.4507","112.217","30.560","60.000"
"513134","2,564.4560","113.233","30.575","60.000"
"513135","2,564.4613","111.300","30.575","60.000"
"513136","2,564.4666","113.233","30.530","60.000"
"513137","2,564.4719","124.833","30.560","60.000"
"513138","2,564.4772","113.200","30.560","60.000"
"513139","2,564.4825","118.700","30.560","60.000"
"513140","2,564.4879","122.617","30.560","60.000"
"513141","2,564.4932","122.617","30.580","60.000"
"513142","2,564.4986","119.500","30.580","60.000"
"513143","2,564.5041","111.450","30.525","60.000"
"513144","2,564.5095","115.550","30.530","60.000"
"513145","2,564.5135","131.033","30.530","60.000"
"513146","2,564.5175","120.017","30.560","60.000"
"513147","2,564.5215","110.617","30.585","60.000"
"513148","2,564.5255","112.217","30.555","60.000"
"513149","2,564.5307","123.300","30.555","60.000"
"513150","2,564.5360","113.417","30.560","60.000"
"513151","2,564.5413","115.467","30.550","60.000"
"513152","2,564.5466","124.650","30.550","60.000"
"513153","2,564.5518","109.933","30.510","60.000"
"513154","2,564.5571","116.917","30.560","60.000"
"513155","2,564.5625","114.533","30.560","60.000"
"513156","2,564.5679","114.233","30.510","60.000"
"513157","2,564.5733","119.933","30.510","60.000"
"513158","2,564.5787","122.467","30.590","60.000"
"513159","2,564.5840","112.633","30.590","60.000"
"513160","2,564.5894","118.800","30.540","60.000"
"513161","2,564.5934","117.250","30.530","60.000"
"513162","2,564.5974","111.700","30.530","60.000"
"513163","2,564.6014","117.300","30.575","60.000"
"513164","2,564.6054","108.867","30.555","60.000"
"513165","2,564.6099","120.500","30.555","60.000"
"513166","2,564.6144","112.117","30.555","60.000"
"513167","2,564.6189","112.417","30.560","60.000"
"513168","2,564.6234","112.483","30.560","60.000"
"513169","2,564.6280","121.800","30.560","60.000"
"513170","2,564.6325","115.783","30.540","60.000"
"513171","2,564.6370","116.883","30.550","60.000"
"513172","2,564.6450","116.050","30.550","60.000"
"513173","2,564.6530","116.483","30.555","60.000"
"513174","2,564.6584","116.450","30.560","60.000"
"513175","2,564.6638","114.183","30.575","60.000"
"513176","2,564.6693","117.967","30.575","60.000"
"513177","2,564.6732","119.083","30.545","60.000"
"513178","2,564.6772","114.783","30.555","60.000"
"513179","2,564.6811","111.667","30.555","60.000"
