"Viewer Version","2.91"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"Product Type","Liquid Flow Sensor (SF06 Chip)"
"Product COM Protocol Config","SHDLC Device Address: 0"
"Product ID","0x03010101"
"Sensor Serial","0000313239354A51"
"I2C Address","33"
"Supply Voltage","3.5 V"
"Command Address","0x3608"
"Sampling Time [ms]","5"
"Scale Factor Flow lin.","60"
"Scale Factor Temp lin.","200"
"Scale Factor Custom","1"
"Sample #","Relative Time[s]","Flow linearized [Pa]","Temperature linearized [deg C]","Custom []"
"501548","2,506.5534","88.533","30.840","60.000"
"501549","2,506.5580","92.167","30.875","60.000"
"501550","2,506.5626","100.467","30.875","60.000"
"501551","2,506.5671","89.233","30.875","60.000"
"501552","2,506.5717","91.517","30.860","60.000"
"501553","2,506.5762","89.083","30.895","60.000"
"501554","2,506.5808","94.917","30.865","60.000"
"501555","2,506.5889","96.483","30.865","60.000"
"501556","2,506.5969","96.767","30.870","60.000"
"501557","2,506.6023","100.733","30.875","60.000"
"501558","2,506.6076","102.817","30.875","60.000"
"501559","2,506.6130","97.633","30.925","60.000"
"501560","2,506.6170","86.267","30.870","60.000"
"501561","2,506.6210","95.133","30.895","60.000"
"501562","2,506.6250","88.567","30.895","60.000"
"501563","2,506.6290","99.200","30.885","60.000"
"501564","2,506.6343","96.000","30.860","60.000"
"501565","2,506.6396","82.450","30.860","60.000"
"501566","2,506.6449","102.467","30.890","60.000"
"501567","2,506.6502","94.517","30.875","60.000"
"501568","2,506.6555","93.400","30.860","60.000"
"501569","2,506.6608","90.233","30.860","60.000"
"501570","2,506.6663","95.067","30.870","60.000"
"501571","2,506.6718","89.567","30.860","60.000"
"501572","2,506.6773","87.883","30.860","60.000"
"501573","2,506.6826","82.267","30.865","60.000"
"501574","2,506.6879","104.400","30.895","60.000"
"501575","2,506.6932","98.717","30.895","60.000"
"501576","2,506.6972","88.467","30.860","60.000"
"501577","2,506.7012","99.550","30.875","60.000"
"501578","2,506.7052","100.550","30.875","60.000"
"501579","2,506.7092","89.967","30.875","60.000"
"501580","2,506.7137","103.633","30.870","60.000"
"501581","2,506.7182","99.183","30.885","60.000"
"501582","2,506.7228","97.417","30.885","60.000"
"501583","2,506.7273","95.800","30.890","60.000"
"501584","2,506.7318","98.033","30.870","60.000"
"501585","2,506.7364","98.183","30.885","60.000"
"501586","2,506.7409","92.650","30.885","60.000"
"501587","2,506.7491","93.333","30.880","60.000"
"501588","2,506.7572","89.817","30.865","60.000"
"501589","2,506.7625","87.067","30.865","60.000"
"501590","2,506.7678","101.283","30.870","60.000"
"501591","2,506.7731","97.933","30.880","60.000"
"501592","2,506.7771","88.000","30.880","60.000"
"501593","2,506.7811","94.083","30.890","60.000"
"501594","2,506.7852","99.600","30.860","60.000"
"501595","2,506.7892","86.033","30.885","60.000"
"501596","2,506.7937","102.517","30.885","60.000"
"501597","2,506.7983","98.950","30.905","60.000"
"501598","2,506.8028","100.317","30.860","60.000"
"501599","2,506.8073","92.633","30.860","60.000"
"501600","2,506.8119","92.567","30.860","60.000"
"501601","2,506.8164","83.400","30.860","60.000"
"501602","2,506.8210","91.300","30.865","60.000"
"501603","2,506.8291","92.483","30.865","60.000"
"501604","2,506.8373","93.250","30.875","60.000"
"501605","2,506.8425","101.350","30.860","60.000"
"501606","2,506.8477","87.767","30.860","60.000"
"501607","2,506.8529","98.383","30.865","60.000"
"501608","2,506.8570","97.100","30.875","60.000"
"501609","2,506.8610","93.250","30.900","60.000"
"501610","2,506.8651","78.050","30.900","60.000"
"501611","2,506.8691","94.833","30.915","60.000"
"501612","2,506.8737","86.500","30.895","60.000"
"501613","2,506.8783","85.750","30.895","60.000"
"501614","2,506.8828","95.333","30.895","60.000"
"501615","2,506.8874","86.883","30.875","60.000"
"501616","2,506.8920","100.867","30.875","60.000"
"501617","2,506.8965","92.583","30.905","60.000"
"501618","2,506.9011","95.317","30.860","60.000"
"501619","2,506.9092","98.533","30.850","60.000"
"501620","2,506.9173","94.533","30.850","60.000"
"501621","2,506.9226","96.350","30.905","60.000"
"501622","2,506.9278","94.633","30.890","60.000"
"501623","2,506.9331","89.317","30.890","60.000"
"501624","2,506.9371","98.300","30.890","60.000"
"501625","2,506.9411","93.467","30.910","60.000"
"501626","2,506.9452","98.017","30.920","60.000"
"501627","2,506.9492","97.583","30.920","60.000"
"501628","2,506.9545","92.750","30.865","60.000"
"501629","2,506.9598","100.000","30.885","60.000"
"501630","2,506.9651","90.950","30.885","60.000"
"501631","2,506.9705","99.217","30.900","60.000"
"501632","2,506.9758","101.800","30.885","60.000"
"501633","2,506.9811","92.083","30.885","60.000"
"501634","2,506.9865","93.683","30.915","60.000"
"501635","2,506.9920","102.817","30.865","60.000"
"501636","2,506.9975","99.150","30.925","60.000"
"501637","2,507.0027","99.333","30.925","60.000"
"501638","2,507.0080","101.000","30.925","60.000"
"501639","2,507.0132","96.083","30.920","60.000"
"501640","2,507.0172","104.300","30.920","60.000"
"501641","2,507.0213","87.617","30.875","60.000"
"501642","2,507.0253","106.967","30.895","60.000"
"501643","2,507.0293","100.017","30.880","60.000"
"501644","2,507.0338","96.200","30.880","60.000"
"501645","2,507.0384","98.967","30.860","60.000"
"501646","2,507.0429","100.950","30.920","60.000"
"501647","2,507.0475","93.567","30.920","60.000"
"501648","2,507.0520","104.550","30.875","60.000"
"501649","2,507.0565","91.167","30.880","60.000"
"501650","2,507.0611","88.650","30.880","60.000"
"501651","2,507.0693","100.950","30.875","60.000"
"501652","2,507.0775","85.667","30.915","60.000"
"501653","2,507.0828","103.250","30.855","60.000"
"501654","2,507.0881","90.517","30.855","60.000"
"501655","2,507.0935","84.850","30.885","60.000"
"501656","2,507.0974","88.233","30.910","60.000"
"501657","2,507.1013","90.333","30.910","60.000"
"501658","2,507.1053","95.017","30.895","60.000"
"501659","2,507.1092","93.800","30.905","60.000"
"501660","2,507.1145","91.717","30.880","60.000"
"501661","2,507.1199","84.767","30.880","60.000"
"501662","2,507.1252","86.550","30.875","60.000"
"501663","2,507.1305","89.733","30.905","60.000"
"501664","2,507.1359","88.967","30.905","60.000"
"501665","2,507.1412","89.983","30.875","60.000"
"501666","2,507.1467","95.983","30.870","60.000"
"501667","2,507.1521","96.917","30.900","60.000"
"501668","2,507.1575","91.367","30.900","60.000"
"501669","2,507.1629","90.567","30.895","60.000"
"501670","2,507.1682","101.300","30.890","60.000"
"501671","2,507.1736","92.100","30.890","60.000"
"501672","2,507.1775","93.417","30.865","60.000"
"501673","2,507.1815","102.333","30.875","60.000"
"501674","2,507.1855","96.883","30.875","60.000"
"501675","2,507.1894","97.967","30.885","60.000"
"501676","2,507.1940","96.433","30.895","60.000"
"501677","2,507.1985","103.983","30.905","60.000"
